UF_CRM_5C5ABC045DB38	DEAL	string	—
UF_CRM_5C5ABC046BF97	DEAL	string	—
UF_CRM_5C5ABC047A200	DEAL	string	—
UF_CRM_5C5ABC049FC16	DEAL	string	—
UF_CRM_5C5ABC04AB15B	DEAL	string	—
UF_CRM_5C5ABC04E701F	DEAL	string	—
UF_CRM_5C5ABC051D2AE	DEAL	string	—
UF_CRM_5C5ABC052F6C3	DEAL	string	—
UF_CRM_5C5ABC053C316	DEAL	string	—
UF_CRM_5C5ABC054B3DD	DEAL	string	—
UF_CRM_5C5ABC056196F	DEAL	string	—
UF_CRM_5C5ABC0575E99	DEAL	string	—
UF_CRM_5CA701C6CC233	DEAL	string	—
UF_CRM_5D1EF87C5FC73	DEAL	string	—
UF_CRM_5D1F409BC2FB3	DEAL	string	—
UF_CRM_5D4163D06FF37	DEAL	string	—
UF_CRM_5D4163D0D2690	DEAL	string	—
UF_CRM_5D4163D1332CA	DEAL	string	—
UF_CRM_5D4163D1831F1	DEAL	string	—
UF_CRM_5D4163D1BFE57	DEAL	string	—
UF_CRM_5D4BCC064A28D	DEAL	string	—
UF_CRM_5D5D0FCC32A73	DEAL	string	—
UF_CRM_5D65294E5BBF2	DEAL	string	—
UF_CRM_5DCCCE4942BAF	DEAL	string	—
UF_CRM_5DCCCE49A37E0	DEAL	string	—
UF_CRM_5E15CA0E5F680	DEAL	string	—
UF_CRM_5E1843946DB3F	DEAL	string	—
UF_CRM_5E37FD91162B9	DEAL	string	—
UF_CRM_5E37FD9196434	DEAL	string	—
UF_CRM_5E37FD91B0564	DEAL	string	—
UF_CRM_5E37FD92058E9	DEAL	string	—
UF_CRM_5E37FD921FAFC	DEAL	string	—
UF_CRM_5E37FD9235B18	DEAL	string	—
UF_CRM_5E37FD925023E	DEAL	string	—
UF_CRM_5E37FD925CA68	DEAL	string	—
UF_CRM_5E4B8D8C3C363	DEAL	string	—
UF_CRM_5E4B8D8CEB17C	DEAL	string	—
UF_CRM_5E4B8D8D9A63F	DEAL	string	—
UF_CRM_5F69F2A4C9045	DEAL	string	—
UF_CRM_5F69F2A57E652	DEAL	string	—
UF_CRM_62319C94282DD	DEAL	string	—
UF_CRM_625FB3527CA06	DEAL	string	—
UF_CRM_625FB3551F86E	DEAL	integer	ID созданной сделки
UF_CRM_6260DD4C3EC25	DEAL	string	—
UF_CRM_6260DD4E69825	DEAL	string	—
UF_CRM_62C55BEA5A853	DEAL	string	—
UF_CRM_62D944AA2EC90	DEAL	string	—
UF_CRM_62D944AD4D239	DEAL	string	—
UF_CRM_62D944B01F1C0	DEAL	string	—
UF_CRM_62D944B30F028	DEAL	string	—
UF_CRM_62D944B5DE54A	DEAL	string	—
UF_CRM_62D944B8B214E	DEAL	string	—
UF_CRM_62E38AD48F318	DEAL	string	—
UF_CRM_62E38AD6E02D9	DEAL	string	—
UF_CRM_62E38AD92FF6A	DEAL	string	—
UF_CRM_62E38ADB74253	DEAL	string	—
UF_CRM_62E38ADDC30B3	DEAL	string	—
UF_CRM_62E38AE02AAEF	DEAL	string	—
UF_CRM_62E38AE978439	DEAL	string	—
UF_CRM_62E38AF2028DB	DEAL	string	—
UF_CRM_62E38AFA90AC4	DEAL	string	—
UF_CRM_62E38B0305826	DEAL	string	—
UF_CRM_62ECC27B95770	DEAL	string	—
UF_CRM_62ECC27C7E767	DEAL	string	—
UF_CRM_62ECC27E4EA93	DEAL	string	—
UF_CRM_62F108F5984E1	DEAL	string	—
UF_CRM_62F108FC8EB08	DEAL	string	—
UF_CRM_62F1E58631CE7	DEAL	string	—
UF_CRM_62F1E5B5EAA66	DEAL	string	—
UF_CRM_62F1E7110B6BA	DEAL	string	—
UF_CRM_62F1E716AB106	DEAL	string	—
UF_CRM_62F1E870CE65D	DEAL	string	—
UF_CRM_62F1E877A79C1	DEAL	string	—
UF_CRM_62F61E8A2CAE7	DEAL	string	—
UF_CRM_62F61E8CD1ADE	DEAL	string	—
UF_CRM_62F61EE328A4A	DEAL	string	—
UF_CRM_630DC30A73FD4	DEAL	string	—
UF_CRM_630DC3100EC45	DEAL	string	—
UF_CRM_630DC53A5CC30	DEAL	string	—
UF_CRM_63203CFC95952	DEAL	string	—
UF_CRM_6322C2D8D9929	DEAL	string	—
UF_CRM_6322C2DBB2EE0	DEAL	string	—
UF_CRM_6322EA4B4ED4F	DEAL	string	—
UF_CRM_6322EA4E21C02	DEAL	string	—
UF_CRM_632984EB3FD9E	DEAL	string	—
UF_CRM_632AF95F892F7	DEAL	string	—
UF_CRM_633FDA684F149	DEAL	string	—
UF_CRM_633FDA6B1F1DA	DEAL	string	—
UF_CRM_6346C4E487473	DEAL	string	—
UF_CRM_6346C4E702D9D	DEAL	string	—
UF_CRM_634D2E57D105B	DEAL	string	—
UF_CRM_634D2E5AC37D3	DEAL	string	—
UF_CRM_63567E33665A8	DEAL	string	—
UF_CRM_63567E365DEA0	DEAL	string	—
UF_CRM_635B76843C38B	DEAL	string	—
UF_CRM_6360C8984503C	DEAL	string	—
UF_CRM_6360C89EBBCDC	DEAL	string	—
UF_CRM_6360C8A5451FB	DEAL	string	—
UF_CRM_6360C8AD25A7D	DEAL	string	—
UF_CRM_6360C8B48C713	DEAL	integer	ID сделки (параллельная бронь)
UF_CRM_6360C8BB7D1DA	DEAL	string	—
UF_CRM_6360C8C248987	DEAL	string	—
UF_CRM_6360C8C8E34B6	DEAL	string	—
UF_CRM_6360C8CFD5B8A	DEAL	string	—
UF_CRM_6360C8D6C8BDB	DEAL	string	—
UF_CRM_6360C8DD32142	DEAL	string	—
UF_CRM_6360C8E3D9D36	DEAL	string	—
UF_CRM_6360C8EA4C18D	DEAL	string	—
UF_CRM_6360C8F088B19	DEAL	string	—
UF_CRM_637DB0991C857	DEAL	string	—
UF_CRM_637DB09BB561A	DEAL	string	—
UF_CRM_63807A6171173	DEAL	string	—
UF_CRM_63807A649F9F4	DEAL	string	—
UF_CRM_63807A67CCF26	DEAL	string	—
UF_CRM_63807A6B3F0BD	DEAL	string	—
UF_CRM_63807A6EAA145	DEAL	string	—
UF_CRM_63807A722D0FB	DEAL	string	—
UF_CRM_63807A758AF3B	DEAL	string	—
UF_CRM_63807A791A28A	DEAL	string	—
UF_CRM_63807A7C9332B	DEAL	string	—
UF_CRM_63807A8030604	DEAL	string	—
UF_CRM_63807A8401B5C	DEAL	string	—
UF_CRM_63807A87B593A	DEAL	string	—
UF_CRM_63807A8B5273B	DEAL	string	—
UF_CRM_63807A8EF2A2A	DEAL	string	—
UF_CRM_639837A57DB51	DEAL	string	—
UF_CRM_639837A9A48D6	DEAL	string	—
UF_CRM_63AC5592C2470	DEAL	string	—
UF_CRM_63AC5595DBBC6	DEAL	string	—
UF_CRM_63AC55990254D	DEAL	string	—
UF_CRM_63AC559EBEA0D	DEAL	string	—
UF_CRM_63C907873C6E1	DEAL	string	—
UF_CRM_63C9078B49509	DEAL	string	—
UF_CRM_63C9078EE4F05	DEAL	string	—
UF_CRM_63C9079569D8B	DEAL	string	—
UF_CRM_63D7517E4ACA0	DEAL	string	—
UF_CRM_63D75181906EA	DEAL	string	—
UF_CRM_63DCE5DA46381	DEAL	string	—
UF_CRM_63DCE5DE774C0	DEAL	string	—
UF_CRM_63EA085F2EFF5	DEAL	string	—
UF_CRM_63EA086364130	DEAL	string	—
UF_CRM_641A8A76E5E68	DEAL	string	—
UF_CRM_641A8A7B2FAE1	DEAL	string	—
UF_CRM_646B27A298A7A	DEAL	string	—
UF_CRM_646B27A796FD9	DEAL	string	—
UF_CRM_646B64684C5F2	DEAL	string	—
UF_CRM_646B646D2DAEE	DEAL	string	—
UF_CRM_649BDC69B026A	DEAL	string	—
UF_CRM_649BDC6DEBD51	DEAL	string	—
UF_CRM_64B77AB4AE3DF	DEAL	string	—
UF_CRM_64B77AB8BCFB5	DEAL	string	—
UF_CRM_64B7941FB10F3	DEAL	string	—
UF_CRM_64B7942409BA2	DEAL	string	—
UF_CRM_64B794281248E	DEAL	string	—
UF_CRM_64B7942F1BFE7	DEAL	string	—
UF_CRM_64B7A7D7B19E4	DEAL	string	—
UF_CRM_64B7A7DC36659	DEAL	string	—
UF_CRM_64DB2433E71DB	DEAL	string	—
UF_CRM_64DB243848906	DEAL	string	—
UF_CRM_64E70E9C328D9	DEAL	string	—
UF_CRM_64E70EA005ACA	DEAL	string	—
UF_CRM_64E70EA3A4C34	DEAL	string	—
UF_CRM_64E70EA76D7B5	DEAL	string	—
UF_CRM_64E70EAB40C37	DEAL	string	—
UF_CRM_64E70EAEE55F5	DEAL	string	—
UF_CRM_64E70EB2EF961	DEAL	string	—
UF_CRM_64E70EB6E58C7	DEAL	string	—
UF_CRM_64E70EBD9EDA5	DEAL	string	—
UF_CRM_64E70EC39B659	DEAL	string	—
UF_CRM_64E70EC90D28E	DEAL	string	—
UF_CRM_64E70ECEDA78B	DEAL	string	—
UF_CRM_64E70ED4A4835	DEAL	string	—
UF_CRM_64E70EDB2815B	DEAL	string	—
UF_CRM_64E7139D2AE78	DEAL	string	—
UF_CRM_64E713A186C51	DEAL	string	—
UF_CRM_64E713A5EF7A3	DEAL	string	—
UF_CRM_64E713AC80821	DEAL	string	—
UF_CRM_64E7418FEA3FF	DEAL	string	—
UF_CRM_64E7419480A30	DEAL	string	—
UF_CRM_64E88467DD803	DEAL	string	—
UF_CRM_64E8A36270D80	DEAL	string	—
UF_CRM_64F2B7B7AFE26	DEAL	string	—
UF_CRM_64F2B7BB96150	DEAL	string	—
UF_CRM_6502F998DCC33	DEAL	string	—
UF_CRM_6503E23C885EF	DEAL	string	—
UF_CRM_65521C01B1C21	DEAL	string	—
UF_CRM_65521C06582B2	DEAL	string	—
UF_CRM_655DC6085039A	DEAL	string	—
UF_CRM_655DC60D2AEF8	DEAL	string	—
UF_CRM_6560740DE81D4	DEAL	string	—
UF_CRM_65607412CE2F9	DEAL	string	—
UF_CRM_6566C9A1DF646	DEAL	string	—
UF_CRM_6566D5EF072AB	DEAL	string	—
UF_CRM_659FE32D7B24E	DEAL	string	—
UF_CRM_65D2DAF34FC69	DEAL	string	—
UF_CRM_65D2DAFA9D1B9	DEAL	string	—
UF_CRM_65D2DB03A4285	DEAL	string	—
UF_CRM_65D2DB0C97778	DEAL	string	—
UF_CRM_65D2DB15B6F86	DEAL	string	—
UF_CRM_65E6E2E042CC9	DEAL	string	—
UF_CRM_65E6E2E065B35	DEAL	string	—
UF_CRM_65E6E2E0795F5	DEAL	string	—
UF_CRM_65E6E2E08E632	DEAL	string	—
UF_CRM_65E6E2E0A15F0	DEAL	string	—
UF_CRM_65E6E2E0B5E6D	DEAL	string	—
UF_CRM_65E6E2E0C82BD	DEAL	string	—
UF_CRM_65F832B6D830B	DEAL	string	—
UF_CRM_65F96456255DC	DEAL	string	—
UF_CRM_65F96456682DA	DEAL	string	—
UF_CRM_6603B013DBADD	DEAL	string	—
UF_CRM_663A2826AF5E8	DEAL	string	—
UF_CRM_66555C048988D	DEAL	string	—
UF_CRM_66555C04A6DBC	DEAL	string	—
UF_CRM_66555C04C2E98	DEAL	string	—
UF_CRM_66555C0FD0C98	DEAL	string	—
UF_CRM_66700EA31B81B	DEAL	string	—
UF_CRM_6673BC08EA2C8	DEAL	string	—
UF_CRM_6673BC0916286	DEAL	string	—
UF_CRM_6673BC0934582	DEAL	string	—
UF_CRM_6673BC146BF8D	DEAL	string	—
UF_CRM_667A45F1A155A	DEAL	string	—
UF_CRM_667A45F1C325C	DEAL	string	—
UF_CRM_66A9BC13EE35D	DEAL	string	—
UF_CRM_66B0BA0B21A2D	DEAL	string	—
UF_CRM_66EC21CC68682	DEAL	string	—
UF_CRM_66EC21CC90F4E	DEAL	string	—
UF_CRM_66EC21CCAEDBA	DEAL	string	—
UF_CRM_66EC21DB491D5	DEAL	string	—
UF_CRM_675688669F7A5	DEAL	string	—
UF_CRM_6788D081EF0A0	DEAL	string	—
UF_CRM_6788D082489C4	DEAL	string	—
UF_CRM_6A04093CD7DA6	DEAL	string	—
UF_CRM_6A43B6E42F9E7	DEAL	string	—
UF_CRM_6A43B6EB93AFF	DEAL	string	—
UF_CRM_6A43B6F40A8D0	DEAL	string	—
UF_CRM_6A43B6FC72CA3	DEAL	string	—
UF_CRM_6A43B7170863B	DEAL	string	—
UF_CRM_A_T_GROUP_ID	DEAL	string	—
UF_CRM_A_W_GROUP_ID	DEAL	string	—
UF_CRM_ADDRESS_2	DEAL	string	—
UF_CRM_AMB_TELEGRAM_ID	DEAL	string	—
UF_CRM_AVITO_WZ	DEAL	string	—
UF_CRM_CHECKBOX	DEAL	string	—
UF_CRM_COMPANY_3836327779992	DEAL	string	—
UF_CRM_COMPANY_3836743009697	DEAL	string	—
UF_CRM_COMPANY_3837359946416	DEAL	string	—
UF_CRM_CONTACT_3836327788178	DEAL	string	—
UF_CRM_CONTACT_3836743010551	DEAL	string	—
UF_CRM_CONTACT_HH2CRM_EMPLOYEE	DEAL	string	—
UF_CRM_CONTACT_HH2CRM_NEGOTIATION	DEAL	string	—
UF_CRM_CONTACT_HH2CRM_VACANCY	DEAL	string	—
UF_CRM_DEAL_HH2CRM_EMPLOYEE	DEAL	string	—
UF_CRM_DEAL_HH2CRM_NEGOTIATION	DEAL	string	—
UF_CRM_DEAL_HH2CRM_VACANCY	DEAL	string	—
UF_CRM_DEAL_ITISO_GRAPH	DEAL	string	—
UF_CRM_DIZAINEST	DEAL	string	—
UF_CRM_EMAIL_HOME	DEAL	string	—
UF_CRM_EMAIL_OTHER	DEAL	string	—
UF_CRM_EMAIL_WORK	DEAL	string	—
UF_CRM_FLOOR_SELECT	DEAL	string	—
UF_CRM_FULL_ADDRESS	DEAL	string	—
UF_CRM_HHAGES	DEAL	string	—
UF_CRM_HHAPPLICANTID	DEAL	string	—
UF_CRM_HHCITY	DEAL	string	—
UF_CRM_HHDOWNLOADRESUMEURLPDF	DEAL	string	—
UF_CRM_HHRESPONSEID	DEAL	string	—
UF_CRM_HHRESPONSETEXT	DEAL	string	—
UF_CRM_HHSEX	DEAL	string	—
UF_CRM_HHVACANCYID	DEAL	string	—
UF_CRM_HHVACANCYNAME	DEAL	string	—
UF_CRM_I2CRM_CHAT	DEAL	string	—
UF_CRM_ID_SALES	DEAL	string	—
UF_CRM_IM_OTHER	DEAL	string	—
UF_CRM_INSTAGRAM_WZ	DEAL	string	—
UF_CRM_KLININGPOSLER	DEAL	string	—
UF_CRM_LAST_NAME	DEAL	string	—
UF_CRM_LEGACY_HOURLY_RATE	DEAL	string	—
UF_CRM_LEGACY_LINK_DASH	DEAL	string	—
UF_CRM_LEGACY_LINK_TASK	DEAL	string	—
UF_CRM_MANGO_TOPICS	DEAL	string	—
UF_CRM_MGO_CC_CHANNEL_TYPE	DEAL	string	—
UF_CRM_MGO_CC_CREATE	DEAL	string	—
UF_CRM_MGO_CC_END	DEAL	string	—
UF_CRM_MGO_CC_ENTRY_ID	DEAL	string	—
UF_CRM_MGO_CC_ENTRY_POINT	DEAL	string	—
UF_CRM_MGO_CC_RESULT	DEAL	string	—
UF_CRM_MGO_CC_TAG_ID	DEAL	string	—
UF_CRM_NAME	DEAL	string	—
UF_CRM_PB_AREA	DEAL	double	Площадь (бронь)
UF_CRM_PB_BALCONY	DEAL	string	Балкон (бронь)
UF_CRM_PB_FLOOR	DEAL	string	Этаж (бронь)
UF_CRM_PB_HOUSE	DEAL	string	Дом (бронь)
UF_CRM_PB_NUMBER	DEAL	string	Номер (бронь)
UF_CRM_PB_PRICE	DEAL	money	Цена (бронь)
UF_CRM_PB_PRICE_METR	DEAL	money	Цена за м² (бронь)
UF_CRM_PB_PROJECT	DEAL	string	Проект (бронь)
UF_CRM_PB_PROP_ID	DEAL	string	ID объекта (бронь)
UF_CRM_PB_ROOMS	DEAL	string	Комнаты (бронь)
UF_CRM_PB_SECTION	DEAL	string	Секция (бронь)
UF_CRM_PHONE_HOME	DEAL	string	—
UF_CRM_PHONE_MOBILE	DEAL	string	—
UF_CRM_PHONE_OTHER	DEAL	string	—
UF_CRM_PHONE_WORK	DEAL	string	—
UF_CRM_PRICE_METER	DEAL	string	—
UF_CRM_RECORDING_TAG	DEAL	string	—
UF_CRM_REQUIREDFIELDELEMENT	DEAL	string	—
UF_CRM_SECOND_NAME	DEAL	string	—
UF_CRM_SKIDKANATEHNI	DEAL	string	—
UF_CRM_ST_BIRTHDAY	DEAL	string	—
UF_CRM_ST_CITYBIRTH	DEAL	string	—
UF_CRM_ST_FIRSTNAME	DEAL	string	—
UF_CRM_ST_GENDER	DEAL	string	—
UF_CRM_ST_LASTNAME	DEAL	string	—
UF_CRM_ST_PASSPORT	DEAL	string	—
UF_CRM_ST_PASSPORT_DATE	DEAL	string	—
UF_CRM_ST_PASSPORT_NUMBER	DEAL	string	—
UF_CRM_ST_PASSPORT_ORG	DEAL	string	—
UF_CRM_ST_PASSPORT_ORG_CODE	DEAL	string	—
UF_CRM_ST_PASSPORT_SERIAL	DEAL	string	—
UF_CRM_ST_PATRONYMIC	DEAL	string	—
UF_CRM_ST_SIGNATURE	DEAL	string	—
UF_CRM_TELEGRAMID_WZ	DEAL	string	—
UF_CRM_TELEGRAMUSERNAME_WZ	DEAL	string	—
UF_CRM_TIKTOK	DEAL	string	—
UF_CRM_VK_WZ	DEAL	string	—
UF_CRM_VTORICHNAYANE	DEAL	string	—
UF_CRM_WEB_OTHER	DEAL	string	—
