UF_CRM_5C5ABC016D38C	DEAL	string	—
UF_CRM_5C5ABC01772CC	DEAL	string	—
UF_CRM_5C5ABC01822C6	DEAL	string	—
UF_CRM_5C5ABC018C9BB	DEAL	string	—
UF_CRM_5C5ABC0198CB8	DEAL	string	—
UF_CRM_5C5ABC01A6235	DEAL	string	—
UF_CRM_5C5ABC01B4615	DEAL	string	—
UF_CRM_5C5ABC01CAD5F	DEAL	string	—
UF_CRM_5C5ABC01DC6D6	DEAL	string	—
UF_CRM_5C5ABC01E5380	DEAL	string	—
UF_CRM_5C5ABC01EF5B7	DEAL	string	—
UF_CRM_5C5ABC02028D1	DEAL	string	—
UF_CRM_5C5ABC020DD6F	DEAL	string	—
UF_CRM_5C5ABC021DB43	DEAL	string	—
UF_CRM_5C5ABC022682E	DEAL	string	—
UF_CRM_5C5ABC022DD57	DEAL	string	—
UF_CRM_5C5ABC0235D93	DEAL	string	—
UF_CRM_5C5ABC0242549	DEAL	string	—
UF_CRM_5C5ABC024BCBB	DEAL	string	—
UF_CRM_5C5ABC02574E9	DEAL	string	—
UF_CRM_5C5ABC0266669	DEAL	string	—
UF_CRM_5C5ABC02700F1	DEAL	string	—
UF_CRM_5C5ABC02796A7	DEAL	string	—
UF_CRM_5C5ABC02851C0	DEAL	string	—
UF_CRM_5C5ABC028D425	DEAL	string	—
UF_CRM_5C5ABC0298A0A	DEAL	string	—
UF_CRM_5C5ABC02AD91B	DEAL	string	—
UF_CRM_5C5ABC02BA8E2	DEAL	string	—
UF_CRM_5C5ABC02C6771	DEAL	string	—
UF_CRM_5C5ABC02D2618	DEAL	string	—
UF_CRM_5C5ABC02DFF85	DEAL	string	—
UF_CRM_5C5ABC03011DF	DEAL	string	—
UF_CRM_5C5ABC030A465	DEAL	string	—
UF_CRM_5C5ABC0314AA4	DEAL	string	—
UF_CRM_5C5ABC031EFF8	DEAL	string	—
UF_CRM_5C5ABC032A909	DEAL	string	—
UF_CRM_5C5ABC033332D	DEAL	string	—
UF_CRM_5C5ABC033EC04	DEAL	string	—
UF_CRM_5C5ABC0346DAD	DEAL	string	—
UF_CRM_5C5ABC035139C	DEAL	string	—
UF_CRM_5C5ABC0362566	DEAL	string	—
UF_CRM_5C5ABC036D743	DEAL	string	—
UF_CRM_5C5ABC03778CB	DEAL	string	—
UF_CRM_5C5ABC0382316	DEAL	string	—
UF_CRM_5C5ABC038F2F2	DEAL	string	—
UF_CRM_5C5ABC03B79D5	DEAL	string	—
UF_CRM_5C5ABC03C1873	DEAL	string	—
UF_CRM_5C5ABC03C8D21	DEAL	string	—
UF_CRM_5C5ABC03D26D6	DEAL	string	—
UF_CRM_5C5ABC03DE773	DEAL	string	—
UF_CRM_5C5ABC0404F27	DEAL	string	—
UF_CRM_5C5ABC040E371	DEAL	string	—
UF_CRM_5C5ABC0418ABF	DEAL	string	—
UF_CRM_5C5ABC04232BC	DEAL	string	—
UF_CRM_5C5ABC043C26C	DEAL	string	—
UF_CRM_5C5ABC0448046	DEAL	string	—
UF_CRM_5C5ABC045159A	DEAL	string	—
